,Zipcode,Zillow_value_per_Zip_x,Unnamed: 0,Zillow_value_per_Zip_y,State,City,Street,Bedroom,Bathroom,Area,PPSq,LotArea,Latitude,Longitude,ListedPrice,PriceTier
326,85614,305960.187,330,305960.187,AZ,Green Valley,E Canyon Crossing Dr,3,2.0,1258,262.3203498,0.157575758,33.15211,-111.441315,329999,between 301 and 350
327,85614,305960.187,329,305960.187,AZ,Green Valley,N Crocodile Rock Dr,3,2.0,1697,203.2999411,0.25,32.239235,-110.78594,345000,between 301 and 350
328,85614,305960.187,331,305960.187,AZ,Green Valley,N Avenida Tabica,3,1.75,1700,231.7647059,0.212603306,33.631077,-112.28247,394000,between 351 and 400
329,85614,305960.187,326,305960.187,AZ,Green Valley,N Abrego Dr,3,2.0,1677,247.4657126,0.141345271,33.66289,-112.29783,415000,between 401 and 450
330,85614,305960.187,328,305960.187,AZ,Green Valley,S Santa Carla Dr,5,3.0,2369,175.1794006,1.29,31.491327,-110.97177,415000,between 401 and 450
331,85614,305960.187,327,305960.187,AZ,Green Valley,N Royal Bell Dr,2,2.5,1853,240.1511063,0.141161616,33.071968,-111.46045,445000,between 401 and 450
332,85622,363370.0657,333,363370.0657,AZ,Green Valley,S Calle Murrillo,4,3.0,1632,202.2058824,0.07,32.141434,-110.76105,330000,between 301 and 350
333,85622,363370.0657,332,363370.0657,AZ,Green Valley,S Corte De Febrero,4,3.5,3478,301.8976423,0.57275023,33.573643,-112.02829,1050000,between a million and 1.25
334,85629,345649.49,334,345649.49,AZ,Sahuarita,S Via Del Trono,4,2.0,1834,201.0577972,0.13,31.950169,-110.98003,368740,between 351 and 400
335,85629,345649.49,336,345649.49,AZ,Sahuarita,S Paseo La Daga,2,2.0,1308,290.5198777,3.67,32.13399,-111.20221,380000,between 351 and 400
336,85629,345649.49,337,345649.49,AZ,Sahuarita,W Calle Vela Mayor,3,1.75,1777,216.6010129,0.166804408,33.06088,-111.4542,384900,between 351 and 400
337,85629,345649.49,335,345649.49,AZ,Sahuarita,W Calle Tronco Seco,2,2.0,1756,227.2209567,3.91,34.422115,-110.53491,399000,between 351 and 400
338,85629,345649.49,338,345649.49,AZ,Sahuarita,W Calle Vela Mayor,3,2.5,1953,294.4137225,0.148071625,33.349304,-112.17958,574990,between 551 and 600
339,85635,255977.8381,339,255977.8381,AZ,Sierra Vista,W Martin Dr,4,2.0,2343,157.503201,0.11,32.108303,-111.11222,369030,between 351 and 400
340,85635,255977.8381,340,255977.8381,AZ,Sierra Vista,Red Leaf Ln,3,2.0,1616,246.9059406,0.2,34.644367,-112.434784,399000,between 351 and 400
341,85635,255977.8381,341,255977.8381,AZ,Sierra Vista,Iris Dr,2,2.0,1105,393.6651584,0.112603306,33.294582,-111.810394,435000,between 401 and 450
342,85641,412797.5475,344,412797.5475,AZ,Vail,S Carte Blanche Ct,3,2.0,1284,272.5077882,0.154132231,33.571808,-112.078575,349900,between 301 and 350
343,85641,412797.5475,352,412797.5475,AZ,Vail,E Andrada Rd,3,2.0,1197,300.6683375,0.14469697,33.66842,-112.28316,359900,between 351 and 400
344,85641,412797.5475,350,412797.5475,AZ,Vail,E Caden Dr,3,2.0,1776,211.7117117,0.14,32.08572,-110.83196,376000,between 351 and 400
345,85641,412797.5475,343,412797.5475,AZ,Vail,S Jaffee Dr,4,3.0,2694,147.4090572,0.1,32.108303,-111.11234,397120,between 351 and 400
346,85641,412797.5475,342,412797.5475,AZ,Vail,E Red Iron Trl,3,2.5,1949,205.2283222,0.151538108,33.169292,-111.530846,399990,between 351 and 400
347,85641,412797.5475,351,412797.5475,AZ,Vail,E Caden Dr,3,2.0,1798,222.4694105,0.142998163,33.49274,-112.30405,400000,between 351 and 400
348,85641,412797.5475,353,412797.5475,AZ,Vail,S Golden Aspen Dr,3,2.5,2768,157.1531792,0.137764004,33.23027,-111.55791,435000,between 401 and 450
349,85641,412797.5475,349,412797.5475,AZ,Vail,N Alderwood Manor Dr,4,3.0,2071,249.6330275,0.151515152,33.304337,-111.58551,516990,between 501 and 550
350,85641,412797.5475,354,412797.5475,AZ,Vail,E Red Oaks Dr,2,2.0,1440,381.9444444,0.088934803,33.50524,-111.913704,550000,between 501 and 550
351,85641,412797.5475,346,412797.5475,AZ,Vail,E Caden Dr,3,3.0,1956,319.5296524,0.4,34.55753,-112.26132,625000,between 601 and 650
352,85641,412797.5475,347,412797.5475,AZ,Vail,E Caden Dr,4,2.5,2843,269.0467816,0.21664371,33.21979,-111.78625,764900,between 751 and 800
353,85641,412797.5475,348,412797.5475,AZ,Vail,E Caden Dr,5,4.0,4246,352.0960904,0.340587695,33.29386,-112.07896,1495000,between 1.25 and 1.5
354,85641,412797.5475,345,412797.5475,AZ,Vail,E Caden Dr,5,7.0,5245,476.6444233,0.807897153,33.464745,-111.741425,2500000,between 2 and 2.5
355,85648,253004.4628,355,253004.4628,AZ,Rio Rico,Camino Oceano,3,2.0,1450,210.3448276,0.2,32.210716,-110.85358,305000,between 301 and 350
356,85648,253004.4628,356,253004.4628,AZ,Rio Rico,Tonichi Ct,4,2.0,2027,204.7360631,0.14,32.385654,-111.03344,415000,between 401 and 450
357,85648,253004.4628,357,253004.4628,AZ,Rio Rico,Camino Providencia,3,3.0,2231,286.8668758,0.20087236,33.704247,-112.42452,640000,between 601 and 650
358,85653,379073.5851,359,379073.5851,AZ,Marana,N Homestead Ln,3,2.0,1548,271.3178295,0.14862259,33.49858,-112.278564,420000,between 401 and 450
359,85653,379073.5851,358,379073.5851,AZ,Marana,N Boscombe Dr,2,2.0,1460,291.0958904,0.165794307,33.402515,-111.82858,425000,between 401 and 450
360,85653,379073.5851,360,379073.5851,AZ,Marana,N Saguaro Bloom Way,3,2.0,2085,249.4,0.15312213,33.58953,-112.4085,519999,between 501 and 550
361,85653,379073.5851,361,379073.5851,AZ,Marana,N Caravelle Pl,4,2.0,1842,285.0162866,0.177134986,33.383347,-111.60703,525000,between 501 and 550
362,85658,526853.786,362,526853.786,AZ,Marana,W Folsom Point Dr,3,2.0,1389,226.7818575,0.14,32.46253,-111.208015,315000,between 301 and 350
363,85704,442298.7781,363,442298.7781,AZ,Tucson,W Edgewater Dr,3,2.0,1484,238.4770889,0.14,34.551823,-112.24045,353900,between 351 and 400
364,85706,250922.1232,366,250922.1232,AZ,Tucson,E Market St,3,2.0,1653,251.0586812,0.115472911,33.23711,-111.54745,415000,between 401 and 450
365,85706,250922.1232,364,250922.1232,AZ,Tucson,E Dover Stra,4,2.0,2216,248.1949458,1.59,32.371574,-111.04041,550000,between 501 and 550
366,85706,250922.1232,365,250922.1232,AZ,Tucson,E Julian Wash Dr,3,2.0,1533,362.035225,0.193801653,33.500015,-112.08898,555000,between 501 and 550
367,85710,299195.3378,369,299195.3378,AZ,Tucson,S Avenida Regulo,3,2.0,1215,242.7983539,0.23,32.20035,-110.85089,295000,between 251 and 300
368,85710,299195.3378,368,299195.3378,AZ,Tucson,E Eli Dr,3,2.0,1797,242.0701169,0.27,32.251106,-110.817116,435000,between 401 and 450
369,85710,299195.3378,367,299195.3378,AZ,Tucson,E 27th St,3,2.0,1544,349.7409326,0.22,34.603252,-112.46197,540000,between 501 and 550
370,85711,278917.5836,371,278917.5836,AZ,Tucson,N Erin Ave,3,2.0,1470,203.3945578,0.169926538,32.93468,-111.72661,298990,between 251 and 300
371,85711,278917.5836,374,278917.5836,AZ,Tucson,E 4th St,3,2.0,1683,284.9079026,0.142676768,33.25183,-111.58634,479500,between 451 and 500
372,85711,278917.5836,375,278917.5836,AZ,Tucson,E 25th St,3,2.0,1602,358.9263421,0.165495868,33.395535,-111.93539,575000,between 551 and 600
373,85711,278917.5836,370,278917.5836,AZ,Tucson,E Calle Silvosa,4,3.0,2451,257.0379437,0.081588613,33.302326,-112.05652,630000,between 601 and 650
374,85711,278917.5836,373,278917.5836,AZ,Tucson,E 31st St,4,3.5,2889,224.9913465,0.137741047,33.517235,-112.252464,650000,between 601 and 650
375,85711,278917.5836,372,278917.5836,AZ,Tucson,N Placita Mira,6,5.0,5000,390.0,1.023989899,35.182693,-111.59361,1950000,between 1.51 and 2
376,85713,235324.1031,377,235324.1031,AZ,Tucson,E 37th St,4,2.0,1741,183.222286,0.244605142,32.93475,-111.72613,318990,between 301 and 350
377,85713,235324.1031,376,235324.1031,AZ,Tucson,E Sylvane St,4,2.0,1632,349.2647059,0.197153352,33.62591,-112.03667,570000,between 551 and 600
378,85713,235324.1031,378,235324.1031,AZ,Tucson,S Liberty Ave,3,2.5,2216,297.833935,0.120523416,33.65602,-111.99803,660000,between 651 and 700
379,85715,382418.5541,380,382418.5541,AZ,Tucson,N Arbor Cir,3,2.0,1823,156.3357104,0.27,32.244297,-110.99288,285000,between 251 and 300
380,85715,382418.5541,381,382418.5541,AZ,Tucson,N Quesnel Loop,3,3.0,2610,176.2452107,0.17,32.428017,-111.19951,460000,between 451 and 500
381,85715,382418.5541,379,382418.5541,AZ,Tucson,N Camino Seco,4,3.0,2117,368.445914,0.3,34.456455,-114.26544,780000,between 751 and 800
382,85716,309101.0924,382,309101.0924,AZ,Tucson,E Edison St,3,2.0,1690,312.4260355,0.23,34.625076,-112.35472,528000,between 501 and 550
383,85718,706861.0048,385,706861.0048,AZ,Tucson,N Campo Abierto,3,2.0,1246,204.5746388,0.137741047,32.70762,-114.68164,254900,between 251 and 300
384,85718,706861.0048,383,706861.0048,AZ,Tucson,N Camino Katrina,4,2.0,1741,183.7966686,0.164164371,32.93468,-111.72683,319990,between 301 and 350
385,85718,706861.0048,384,706861.0048,AZ,Tucson,N Camino Cardenal,4,2.0,2270,307.9295154,2.197,33.32444,-112.46923,699000,between 651 and 700
386,85719,340630.6179,387,340630.6179,AZ,Tucson,E Adams St,3,2.0,1564,252.5575448,0.22,32.230988,-110.8788,395000,between 351 and 400
387,85719,340630.6179,386,340630.6179,AZ,Tucson,S Star Ave,3,2.0,1573,286.0775588,0.25,34.648975,-112.33605,450000,between 401 and 450
388,85719,340630.6179,388,340630.6179,AZ,Tucson,N Sierra Vista Dr,3,2.0,2387,257.6455802,0.29,34.7249,-111.95957,615000,between 601 and 650
389,85730,283735.8166,389,283735.8166,AZ,Tucson,E Watson Dr,2,2.0,1556,262.8534704,0.15,34.73009,-111.971054,409000,between 401 and 450
390,85730,283735.8166,391,283735.8166,AZ,Tucson,S Myrtis Pl,3,2.0,1288,388.1909938,0.204706152,33.339348,-111.85015,499990,between 451 and 500
391,85730,283735.8166,390,283735.8166,AZ,Tucson,E Boulderfield Dr,4,2.0,1556,449.2287918,0.195408632,33.473236,-111.93533,699000,between 651 and 700
392,85730,283735.8166,392,283735.8166,AZ,Tucson,E Silver Beech Dr,4,3.5,3601,513.7461816,0.256382002,33.512356,-112.05869,1850000,between 1.51 and 2
393,85735,335049.8903,393,335049.8903,AZ,Tucson,S Postvale Rd,3,2.0,1869,120.11771,0.4,31.680025,-109.68759,224500,less than 250
394,85737,487275.2909,395,487275.2909,AZ,Oro Valley,E Golden Sun Pl,3,2.5,2324,208.6919105,0.237304867,33.058376,-112.02821,485000,between 451 and 500
395,85737,487275.2909,394,487275.2909,AZ,Oro Valley,E Ram Canyon Dr,4,4.5,4152,469.6531792,1.2503,33.222904,-111.81985,1950000,between 1.51 and 2
396,85739,491377.7128,397,491377.7128,AZ,Saddlebrooke,S Terrace Park Dr,3,2.0,1603,162.1958827,0.15,32.20426,-110.886444,260000,between 251 and 300
397,85739,491377.7128,396,491377.7128,AZ,Saddlebrooke,E Rolling Hills Dr,4,3.5,3022,314.3613501,0.229568411,33.25335,-111.60157,950000,between 901 and million
398,85741,324449.9377,398,324449.9377,AZ,Tucson,W Firebrook Rd,2,2.0,1020,139.2156863,0.14,32.720356,-110.64304,142000,less than 250
399,85742,385564.5498,400,385564.5498,AZ,Tucson,W Lobo Rd,3,2.0,1630,199.3865031,0.123943985,33.054462,-112.02219,325000,between 301 and 350
400,85742,385564.5498,399,385564.5498,AZ,Tucson,N Spanish Head Trl,2,2.0,1678,217.5208582,0.17,31.872124,-111.009224,365000,between 351 and 400
401,85743,401822.9489,403,401822.9489,AZ,Tucson,W Summer Sun Ln,3,1.0,1008,217.7579365,1.73,31.459599,-111.012924,219500,less than 250
402,85743,401822.9489,401,401822.9489,AZ,Tucson,W Colony Park Dr,2,2.0,1399,328.7348106,0.09,34.591385,-112.43743,459900,between 451 and 500
403,85743,401822.9489,402,401822.9489,AZ,Tucson,N Wildomar Dr,3,2.0,1722,274.0998839,0.17,35.16456,-114.544556,472000,between 451 and 500
404,85745,357859.8554,406,357859.8554,AZ,Tucson,W Goret Rd,3,2.0,1703,176.1597181,0.170661157,32.90007,-111.74962,300000,between 251 and 300
405,85745,357859.8554,404,357859.8554,AZ,Tucson,W Paseo Del Barranco,4,3.0,2384,157.2651007,0.1,32.108265,-111.112495,374920,between 351 and 400
406,85745,357859.8554,407,357859.8554,AZ,Tucson,W Riverview Blvd,4,3.0,2975,210.0840336,0.205119376,33.411774,-112.22991,625000,between 601 and 650
407,85745,357859.8554,405,357859.8554,AZ,Tucson,W Quail Haven Cir,3,2.0,1795,440.1114206,0.137741047,33.686546,-111.91505,790000,between 751 and 800
408,85746,282594.3154,408,282594.3154,AZ,Tucson,S Pin Oak Dr,4,2.5,2183,356.8483738,0.127112029,33.475574,-111.68045,779000,between 751 and 800
409,85747,367268.0496,409,367268.0496,AZ,Tucson,E Pleasant Pasture Dr,5,4.0,2570,163.8093385,0.11,32.113445,-110.84704,420990,between 401 and 450
410,85747,367268.0496,411,367268.0496,AZ,Tucson,S Galileo Ln,5,4.0,3807,203.5723667,0.268778696,33.853497,-112.117836,775000,between 751 and 800
411,85747,367268.0496,412,367268.0496,AZ,Tucson,S Hawks Hollow Ct,4,3.0,2963,312.1835977,0.295592287,33.613884,-111.97425,925000,between 901 and million
412,85747,367268.0496,410,367268.0496,AZ,Tucson,E Glowing Sunset Dr,3,4.0,3446,435.2872896,0.5,32.244022,-110.93982,1500000,between 1.25 and 1.5
413,85749,627173.4104,413,627173.4104,AZ,Tucson,E Fort Lowell Rd,5,2.5,2446,296.4022895,0.2565427,33.237194,-111.72416,725000,between 701 and 750
414,85750,591598.0426,414,591598.0426,AZ,Tucson,E Quail Run Dr,4,2.5,2868,313.8075314,1.2274,33.20326,-111.52209,900000,between 851 and 900
415,85755,511323.5881,415,511323.5881,AZ,Oro Valley,W Granite Gorge Dr,3,2.0,2001,437.2813593,0.208264463,33.611584,-112.05643,875000,between 851 and 900
416,85756,303789.9174,417,303789.9174,AZ,Tucson,E Vuelta Tierra Blanca,3,3.0,2247,155.7627948,0.17,35.040833,-114.597275,349999,between 301 and 350
417,85756,303789.9174,416,303789.9174,AZ,Tucson,E Camino Naife,4,3.0,2220,174.0225225,0.11,32.14311,-110.88917,386330,between 351 and 400
418,85756,303789.9174,420,303789.9174,AZ,Tucson,E Garden Stone Dr,3,2.0,1465,290.0341297,0.166804408,33.543354,-112.22272,424900,between 401 and 450
419,85756,303789.9174,419,303789.9174,AZ,Tucson,E Camino Naife,3,2.0,1464,361.3387978,0.98,34.743324,-112.47291,529000,between 501 and 550
420,85756,303789.9174,418,303789.9174,AZ,Tucson,E Sycamore Park Blvd,3,2.0,1550,415.483871,1.0052,33.424007,-111.49687,644000,between 601 and 650
421,85757,323033.9758,423,323033.9758,AZ,Tucson,W Jadewood Ln,3,2.0,1195,188.2845188,0.19,34.86016,-114.60029,225000,less than 250
422,85757,323033.9758,424,323033.9758,AZ,Tucson,W Jadewood Ln,4,2.0,1223,241.1283729,0.13,32.182182,-110.84216,294900,between 251 and 300
423,85757,323033.9758,422,323033.9758,AZ,Tucson,W Jadewood Ln,3,2.0,1802,219.2008879,0.113636364,33.380466,-112.174164,395000,between 351 and 400
424,85757,323033.9758,421,323033.9758,AZ,Tucson,S Portugal Cir,3,3.0,2704,595.4142012,0.206887052,33.667107,-111.90132,1610000,between 1.51 and 2
425,85901,412723.1306,427,412723.1306,AZ,Show Low,Lone Pine Dam Rd,2,1.0,1196,167.1404682,0.11,33.394638,-110.7775,199900,less than 250
426,85901,412723.1306,425,412723.1306,AZ,Show Low,Elk Haven Dr,2,2.0,1578,215.4626109,0.234320478,32.878445,-111.67139,340000,between 301 and 350
427,85901,412723.1306,426,412723.1306,AZ,Show Low,S Pleasant View Dr,4,2.0,1785,257.7030812,0.183516988,33.6298,-112.343704,460000,between 451 and 500
428,85925,291909.7061,428,291909.7061,AZ,Eagar,E 7th Ln,3,2.0,1414,236.9165488,0.21,32.175457,-110.82511,335000,between 301 and 350
429,85928,439371.326,429,439371.326,AZ,Heber,Aspen Ln,2,1.0,872,143.3486239,0.04,33.391224,-110.78092,125000,less than 250
430,85933,363659.2905,430,363659.2905,AZ,Overgaard,Aspen Rd,3,2.0,1519,279.7886768,0.229407713,33.51612,-112.19648,424999,between 401 and 450
431,85933,363659.2905,431,363659.2905,AZ,Overgaard,Bigler Rd,2,2.0,2581,284.7733437,0.132897153,33.554005,-111.92492,735000,between 701 and 750
432,86001,636969.0946,432,636969.0946,AZ,Flagstaff,W Pollo Cir,5,3.0,2501,299.880048,0.230693297,33.367943,-111.67827,750000,between 701 and 750
433,86004,577826.3514,433,577826.3514,AZ,Flagstaff,E Lake Country Rd,4,2.0,1772,225.1693002,0.139990817,33.148438,-111.56565,399000,between 351 and 400
434,86005,708738.9572,434,708738.9572,AZ,Flagstaff,Clubhouse Cir,4,3.5,2905,266.7814114,0.232438017,33.24595,-111.53623,775000,between 751 and 800
435,86017,575786.3532,436,575786.3532,AZ,Munds Park,S Acoma Pl,3,2.0,1499,306.2041361,0.2,34.247395,-111.33836,459000,between 451 and 500
436,86017,575786.3532,437,575786.3532,AZ,Munds Park,E Cougar St,2,3.0,2308,283.7521664,0.21,31.878683,-110.93474,654900,between 651 and 700
437,86017,575786.3532,435,575786.3532,AZ,Munds Park,Grizzly Rdg,3,2.0,2048,409.6679688,4.0,34.437637,-112.383835,839000,between 801 and 850
438,86046,402184.1838,438,402184.1838,AZ,Williams,Bellavista Loop,4,2.0,1461,204.6543463,0.229935721,32.6785,-114.501884,299000,between 251 and 300
439,86301,533726.9405,440,533726.9405,AZ,Prescott,Kwana Ct,3,2.0,1698,294.4051826,0.141827365,33.36823,-111.47279,499900,between 451 and 500
440,86301,533726.9405,441,533726.9405,AZ,Prescott,Kwana Ct,4,3.0,2168,304.4280443,0.183034894,33.61667,-111.94525,660000,between 651 and 700
441,86301,533726.9405,439,533726.9405,AZ,Prescott,Bridgeway Cir,5,3.5,4123,606.330342,0.84164371,33.613216,-111.903656,2499900,between 2 and 2.5
442,86303,567400.7798,443,567400.7798,AZ,Prescott,E Rockefeller Trl,3,2.0,1114,255.8348294,0.17,32.14429,-110.90337,285000,between 251 and 300
443,86303,567400.7798,445,567400.7798,AZ,Prescott,Long Br W,5,2.5,2993,157.0330772,0.128948577,33.047302,-112.02389,470000,between 451 and 500
444,86303,567400.7798,444,567400.7798,AZ,Prescott,E Saguaro Dr,4,3.0,2515,228.6282306,0.219306703,33.05196,-112.02133,575000,between 551 and 600
445,86303,567400.7798,442,567400.7798,AZ,Prescott,Meadowbrook Rd,3,2.0,1826,369.66046,0.13,32.314922,-110.91956,675000,between 651 and 700
446,86305,701274.6021,447,701274.6021,AZ,Prescott,Bear Dr,3,2.0,1215,148.1481481,0.17,32.816208,-109.721275,180000,less than 250
447,86305,701274.6021,446,701274.6021,AZ,Prescott,N Silent Moon Ln,3,2.0,1667,191.9616077,0.26,32.15025,-111.00264,320000,between 301 and 350
448,86305,701274.6021,448,701274.6021,AZ,Prescott,Sunflower Dr,4,4.0,2593,376.0123409,4.02,34.653244,-112.34833,975000,between 901 and million
449,86314,420016.6773,451,420016.6773,AZ,Prescott Valley,N Treasure Cir,3,2.0,1443,190.5751906,0.27,35.38631,-113.853615,275000,between 251 and 300
450,86314,420016.6773,450,420016.6773,AZ,Prescott Valley,E Kilkenny Pl,4,3.0,2239,131.7105851,0.24,35.118996,-114.58014,294900,between 251 and 300
451,86314,420016.6773,449,420016.6773,AZ,Prescott Valley,N Robert Rd,3,2.0,1284,248.8317757,0.1,32.112144,-110.855545,319500,between 301 and 350
452,86314,420016.6773,452,420016.6773,AZ,Prescott Valley,N Hudson Ct,2,1.0,1020,342.1568627,2.13,34.423332,-112.41901,349000,between 301 and 350
453,86315,589808.3641,454,589808.3641,AZ,Prescott Valley,N Copperfield Pkwy,3,2.0,1080,350.9259259,0.147796143,33.421886,-111.87217,379000,between 351 and 400
454,86315,589808.3641,453,589808.3641,AZ,Prescott Valley,Summit Vis,5,4.0,3104,209.4072165,0.94,35.175545,-114.510056,650000,between 601 and 650
455,86323,480471.2384,455,480471.2384,AZ,Chino Valley,Caliche Dr,2,2.0,1837,293.4131737,0.165656566,33.687714,-112.334404,539000,between 501 and 550
456,86325,503290.622,457,503290.622,AZ,Cornville,E Cedar Creek Dr,3,2.0,1869,214.0181915,0.13902663,33.073925,-112.03296,400000,between 351 and 400
457,86325,503290.622,456,503290.622,AZ,Cornville,S Rising View Ct,4,4.0,3418,201.87244,1.0,35.20583,-114.16934,690000,between 651 and 700
458,86326,385771.4473,459,385771.4473,AZ,Cottonwood,S Gray Bar Dr,3,2.0,1502,219.7070573,0.14,35.264065,-113.97277,330000,between 301 and 350
459,86326,385771.4473,458,385771.4473,AZ,Cottonwood,S Happy Trl,2,3.0,1943,231.6006176,0.164738292,33.211487,-111.86079,450000,between 401 and 450
460,86326,385771.4473,460,385771.4473,AZ,Cottonwood,N Rio Verde Cir,3,3.0,2946,308.5539715,0.32,34.259632,-111.286896,909000,between 901 and million
461,86327,449841.1883,462,449841.1883,AZ,Dewey,N Stirrup High Dr W,4,2.5,1824,219.2982456,0.15355831,33.38753,-112.16405,400000,between 351 and 400
462,86327,449841.1883,461,449841.1883,AZ,Dewey,N Diaz St,5,2.5,2121,289.9575672,0.275482094,33.66616,-112.04957,615000,between 601 and 650
463,86327,449841.1883,463,449841.1883,AZ,Dewey,E Delgado St,4,3.0,2539,374.1630563,0.442653811,33.702465,-112.23485,950000,between 901 and million
464,86334,413619.3022,464,413619.3022,AZ,Paulden,N State Highway 89,4,2.0,1909,189.6280775,1.0695,35.213837,-114.26166,362000,between 351 and 400
465,86336,1001619.207,465,1001619.207,AZ,Sedona,El Camino Rd,3,2.0,1593,185.1851852,0.144237833,35.273354,-114.01941,295000,between 251 and 300
466,86401,275018.8997,467,275018.8997,AZ,Kingman,N Stampede Rd,3,2.5,2530,223.3201581,0.227272727,33.678406,-112.3423,565000,between 551 and 600
467,86403,394488.2426,469,394488.2426,AZ,Lake Havasu City,San Juan Dr,3,2.0,1836,272.2766885,0.167722681,33.598915,-112.43622,499900,between 451 and 500
468,86403,394488.2426,468,394488.2426,AZ,Lake Havasu City,Biscayne Ln,3,2.0,2050,304.8780488,0.157598714,33.303688,-112.08138,625000,between 601 and 650
469,86404,510123.9126,470,510123.9126,AZ,Lake Havasu City,Fountain Palm Dr,2,2.0,1425,256.1403509,0.158402204,33.66647,-112.3419,365000,between 351 and 400
470,86404,510123.9126,471,510123.9126,AZ,Lake Havasu City,Jacob Row,4,3.0,2448,230.8006536,0.426331497,33.375404,-112.203125,565000,between 551 and 600
471,86406,485760.6814,476,485760.6814,AZ,Lake Havasu City,Clearwater Dr,4,2.0,1586,176.481715,0.2,32.179726,-110.97345,279900,between 251 and 300
472,86406,485760.6814,477,485760.6814,AZ,Lake Havasu City,Monterey Dr,3,2.0,1483,228.5906945,0.12,31.904882,-110.980385,339000,between 301 and 350
473,86406,485760.6814,473,485760.6814,AZ,Lake Havasu City,/3225 Silver Bell Dr,3,3.0,2782,233.6448598,0.21,32.53392,-110.89107,650000,between 601 and 650
474,86406,485760.6814,472,485760.6814,AZ,Lake Havasu City,McCulloch Blvd S,5,3.5,3758,223.5231506,0.229568411,33.24371,-111.72314,840000,between 801 and 850
475,86406,485760.6814,474,485760.6814,AZ,Lake Havasu City,Palmer Dr,3,2.0,1928,445.5394191,0.39,34.52375,-112.470856,859000,between 851 and 900
476,86406,485760.6814,475,485760.6814,AZ,Lake Havasu City,Green Pl,5,4.0,3031,362.9165292,0.38,34.453472,-114.293884,1100000,between a million and 1.25
477,86406,485760.6814,478,485760.6814,AZ,Lake Havasu City,Sturgeon Dr,5,4.0,2996,667.5567423,1.04,34.85918,-111.81261,2000000,between 1.51 and 2
478,86409,258110.2748,479,258110.2748,AZ,Kingman,E Colina Vis,3,2.0,1497,500.9352037,0.163108356,33.465046,-112.08886,749900,between 701 and 750
479,86413,237782.3023,483,237782.3023,AZ,Golden Valley,W Rosario Ct,2,2.0,1107,289.0695574,0.046120294,33.606922,-112.11309,320000,between 301 and 350
480,86413,237782.3023,480,237782.3023,AZ,Golden Valley,Copperville Rd,2,2.0,1360,275.7352941,0.13510101,33.461464,-111.69934,375000,between 351 and 400
481,86413,237782.3023,482,237782.3023,AZ,Golden Valley,W Shipp Dr,2,2.0,1522,249.6714849,0.134205693,33.57575,-112.26289,380000,between 351 and 400
482,86413,237782.3023,481,237782.3023,AZ,Golden Valley,S Houck Rd,3,2.5,2254,203.6379769,0.167791552,33.575573,-112.29407,459000,between 451 and 500
483,86429,396108.1484,484,396108.1484,AZ,Bullhead City,Kingman Dr,3,2.0,1320,359.8484848,0.159527089,33.565758,-112.053185,475000,between 451 and 500
484,86429,396108.1484,485,396108.1484,AZ,Bullhead City,La Puerta Rd,4,3.5,4655,730.3974221,1.0549,33.52482,-112.00726,3400000,between 3.01 and 4
485,86438,201625.3758,486,201625.3758,AZ,Yucca,S Cheyenne Rd,3,2.5,3009,448.6540379,0.356496786,33.54293,-112.03101,1350000,between 1.25 and 1.5
486,86440,299002.0299,487,299002.0299,AZ,Mohave Valley,S Jamaica Dr,3,2.0,2290,340.6113537,0.204522498,33.593613,-112.000404,780000,between 751 and 800
487,86442,272506.6746,488,272506.6746,AZ,Bullhead City,El Campo,3,2.0,2124,423.6817326,0.817929293,33.587444,-111.943825,899900,between 851 and 900
488,86442,272506.6746,489,272506.6746,AZ,Bullhead City,Arcadia Blvd,5,3.5,3685,677.0691995,1.0321,33.573795,-111.95091,2495000,between 2 and 2.5
